harvestYear,munName,cropName,prodArea,cropProd,prodRate
2019,Bakun,Garden Peas,193.78,1393.12,7.19
2019,Bakun,Sweet Pepper,186.22,1489.76,8
2019,Bakun,White Potato,1744.20,34884.00,20
2019,Bakun,Carrots,514.78,8236.48,16
2019,Bokod,Cabbage,135.43,2708.60,20
2019,Bokod,Chinese Cabbage,77.45,1161.75,15
2019,Bokod,Lettuce,28.00,280.00,10
2019,Bokod,Cauliflower,68.00,816.00,12
2019,Bokod,Snap Beans,72.00,576.00,8
2019,Bokod,Garden Peas,64.00,256.00,4
2019,Bokod,Sweet Pepper,72.00,576.00,8
2019,Bokod,White Potato,150.00,2184.00,14.56
2019,Bokod,Carrots,115.00,1520.00,13.22
2019,Buguias,Cabbage,2463.30,53112.60,21.56
2019,Buguias,Chinese Cabbage,1193.20,23321.00,19.54
2019,Buguias,Lettuce,287.25,2806.50,9.77
2019,Buguias,Cauliflower,38.75,444.45,11.47
2019,Buguias,Snap Beans,48.80,381.00,7.81
2019,Buguias,Garden Peas,81.55,475.30,5.83
2019,Buguias,Sweet Pepper,83.45,650.85,7.8
2019,Buguias,White Potato,3541.00,65236.00,18.42
2019,Buguias,Carrots,2346.00,36472.00,15.55
2019,Itogon,Cabbage,41.00,410.00,10
2019,Itogon,Chinese Cabbage,72.50,725.00,10
2019,Itogon,Lettuce,16.00,144.00,9
2019,Itogon,Cauliflower,34.00,340.00,10
2019,Itogon,Snap Beans,56.00,392.00,7
2019,Itogon,Garden Peas,30.00,105.00,3.5
2019,Itogon,Sweet Pepper,29.00,174.00,6
2019,Itogon,White Potato,35.00,350.00,10
2019,Itogon,Carrots,35.00,350.00,10
2019,Kabayan,Cabbage,725.00,14145.00,19.51
2019,Kabayan,Chinese Cabbage,88.80,2159.00,24.31
2019,Kabayan,Lettuce,21.00,118.00,5.62
2019,Kabayan,Cauliflower,472.00,6969.00,14.76
2019,Kabayan,Snap Beans,118.00,941.00,7.97
2019,Kabayan,Garden Peas,83.00,415.00,5
2019,Kabayan,Sweet Pepper,99.00,678.00,6.85
2019,Kabayan,White Potato,258.00,5065.00,19.63
2019,Kabayan,Carrots,1015.00,17820.00,17.56
2019,Kapangan,Cabbage,5.90,63.50,10.76
2019,Kapangan,Chinese Cabbage,2.92,33.90,11.61
2019,Kapangan,Lettuce,3.04,34.87,11.47
2019,Kapangan,Cauliflower,1.68,16.80,10
2019,Kapangan,Snap Beans,104.50,1241.00,11.88
2019,Kapangan,Garden Peas,74.90,361.00,4.82
2019,Kapangan,Sweet Pepper,583.00,6378.50,10.94
2019,Kapangan,White Potato,0.35,0.18,0.5
2019,Kapangan,Carrots,0.06,0.14,2.25
2019,Kibungan,Cabbage,2360.75,48635.40,20.6
2019,Kibungan,Chinese Cabbage,90.00,1223.00,13.59
2019,Kibungan,Lettuce,67.50,650.00,9.63
2019,Kibungan,Cauliflower,4.30,16.40,3.81
2019,Kibungan,Snap Beans,115.00,1126.00,9.79
2019,Kibungan,Garden Peas,22.50,180.25,8.01
2019,Kibungan,Sweet Pepper,79.00,754.00,9.54
2019,Kibungan,White Potato,2303.00,45970.00,19.96
2019,Kibungan,Carrots,332.00,5192.00,15.64
2019,La Trinidad,Cabbage,57.00,969.00,17
2019,La Trinidad,Chinese Cabbage,70.20,1193.40,17
2019,La Trinidad,Lettuce,84.45,1182.30,14
2019,La Trinidad,Cauliflower,19.30,289.50,15
2019,La Trinidad,Snap Beans,67.00,603.00,9
2019,La Trinidad,Garden Peas,50.00,200.00,4
2019,La Trinidad,Sweet Pepper,72.00,648.00,9
2019,La Trinidad,White Potato,105.57,1801.65,17.07
2019,La Trinidad,Carrots,86.40,936.90,10.84
2019,Mankayan,Cabbage,1680.00,44105.00,26.25
2019,Mankayan,Chinese Cabbage,1180.00,25190.00,21.35
2019,Mankayan,Lettuce,226.00,2666.00,11.8
2019,Mankayan,Cauliflower,180.00,1970.00,10.94
2019,Mankayan,Snap Beans,322.00,2748.90,8.54
2019,Mankayan,Garden Peas,180.00,1035.00,5.75
2019,Mankayan,Sweet Pepper,199.00,1313.00,6.6
2019,Mankayan,White Potato,2250.00,52550.00,23.36
2019,Mankayan,Carrots,571.80,9212.40,16.11
2019,Sablan,Cabbage,0.00,0.00,0
2019,Sablan,Chinese Cabbage,2.80,56.00,20
2019,Sablan,Lettuce,0.00,0.00,0
2019,Sablan,Cauliflower,0.00,0.00,0
2019,Sablan,Snap Beans,213.77,2137.70,10
2019,Sablan,Garden Peas,12.41,89.80,7.24
2019,Sablan,Sweet Pepper,79.89,639.12,8
2019,Sablan,White Potato,0.00,0.00,0
2019,Sablan,Carrots,0.00,0.00,0
2019,Tuba,Cabbage,10.00,180.00,18
2019,Tuba,Chinese Cabbage,15.00,270.00,18
2019,Tuba,Lettuce,3.50,20.94,5.98
2019,Tuba,Cauliflower,0.00,0.00,0
2019,Tuba,Snap Beans,110.00,1320.00,12
2019,Tuba,Garden Peas,21.04,168.32,8
2019,Tuba,Sweet Pepper,17.04,153.36,9
2019,Tuba,White Potato,8.00,96.00,12
2019,Tuba,Carrots,8.00,96.00,12
2019,Tublay,Cabbage,41.50,410.50,9.89
2019,Tublay,Chinese Cabbage,43.60,397.00,9.11
2019,Tublay,Lettuce,72.60,284.50,3.92
2019,Tublay,Cauliflower,75.05,630.40,8.4
2019,Tublay,Snap Beans,74.90,571.75,7.63
2019,Tublay,Garden Peas,52.00,71.90,1.38
2019,Tublay,Sweet Pepper,130.30,830.65,6.37
2019,Tublay,White Potato,18.50,275.50,14.89
2019,Tublay,Carrots,8.60,102.70,11.94
2019,Total,Cabbage,10826.15,227748.55,21.04
2019,Total,Chinese Cabbage,3899.04,79928.55,20.5
2019,Total,Lettuce,1235.95,11565.80,9.36
2019,Total,Cauliflower,938.01,11922.98,12.71
2019,Total,Snap Beans,1792.63,16243.52,9.06
2019,Total,Garden Peas,927.86,5067.40,5.46
2019,Total,Sweet Pepper,1657.42,14455.04,8.72
2019,Total,White Potato,11752.72,233312.82,19.85
2019,Total,Carrots,5873.35,91996.95,15.66
